MA_1_1,MA_1_2,MA_1_3,MA_1_4,MA_1_5,MA_1_6,MA_1_7,MA_1_8,MA_1_9,MA_1_10,MA_1_11,MA_2_1,MA_2_2,MA_2_3,MA_2_4,MA_2_5,MA_2_6,MA_2_7,MA_2_8,MA_2_9,MA_2_10,MA_2_11,GA_1,GA_2,GA_3,GA_4,GA_5,GA_6,GA_7,Age,Employment_1,Employment_2,Employment_3,Employment_4,Teacher,Educ_Attain,Parent,child35,child618,gender,ethnicity,race,collectiontype,id,Hopko_MA_mean,CG_MA_mean,scale1to10,generalanxiety,testanxiety,Fluency_Correct,MathFluency,BerlinNumeracy,ONET___STEM,Medianhouseholdincomedollars
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,55,,,,,,Completed graduate or professional school,Yes,No,No,Man,Non-Hispanic/Latino,White,1,541,1,1,0,1,-4,37,0.6166050062,4,,38736
Quite a bit of anxiety,Moderate anxiety,High anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,High anxiety,High anxiety,Generally true of me,Very true of me,Very true of me,Generally true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",21,,1,,,,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,White,2,877,3.9166666667,4.8181818182,8,2.2857142857,-1,27,0.44893005,2,,38912
Quite a bit of anxiety,Moderate anxiety,High anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,High anxiety,Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Generally not true of me,Generally true of me,Very true of me,Somewhat true of me,Generally true of me,Generally true of me,Very true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally true of me,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me very much, or most of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me very much, or most of the time",24,,,1,,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,247,3.6666666667,3.8181818182,7,3.4285714286,-1.75,22,0.3666300037,1,0,32104
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Some anxiety,Some anxiety,Some anxiety,Low anxiety,Some anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,59,,,,1,No,Graduated from 2-year college,Yes,No,No,Woman,Non-Hispanic/Latino,White,1,315,1.5,2,5,1,-4,13,0.2166522232,2,0,55020
Some anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,High anxiety,Low anxiety,Quite a bit of anxiety,High anxiety,High anxiety,Somewhat true of me,Generally true of me,Generally true of me,Generally not true of me,Generally true of me,Somewhat true of me,Generally not true of me,Generally true of me,Very true of me,Generally true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,41,,,1,,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,49,3.1666666667,3.5454545455,9,1,-3.5,39,0.6497725796,2,0,67029
Some anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Somewhat true of me,Generally true of me,Not true of me at all,Somewhat true of me,Generally true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,26,,,,,,Graduated from 4-year college,No,,,Woman,Hispanic/Latino,White,1,641,3.1666666667,3.1818181818,9,1,-3,21,0.3499475079,4,,80338
Moderate anxiety,Some anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,High anxiety,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time",24,,,1,,No,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,206,3.25,4,8,3,-2,24,0.3999933334,4,0,30016
Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Low anxiety,High anxiety,Moderate anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,24,,,,1,No,Completed graduate or professional school,No,,,Man,Non-Hispanic/Latino,White,1,16,1.75,1,3,1,-2.5,45,0.7499375052,2,0,58738
Low anxiety,Low anxiety,Moderate anxiety,Some anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Some anxiety,Some anxiety,Quite a bit of anxiety,High anxiety,Generally not true of me,Somewhat true of me,Not true of me at all,Generally true of me,Very true of me,Generally not true of me,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time",45,,,1,,No,Attended graduate or professional school without graduating,Yes,No,Yes,Woman,Non-Hispanic/Latino,Black or African American,2,930,2.5833333333,3.0909090909,4,1.2857142857,-3.25,21,0.3500058334,1,0,162174
Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,Low anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Low anxiety,Somewhat true of me,Generally true of me,Very true of me,Very true of me,Generally true of me,Not true of me at all,Somewhat true of me,Somewhat true of me,Not true of me at all,Generally true of me,Generally true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,61,,,,1,No,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,583,2.6666666667,3.3636363636,1,1,-4,11,0.182703008,2,1,37672
Low anxiety,Low anxiety,Quite a bit of anxiety,Low anxiety,Low anxiety,Low anxiety,High anxiety,Low anxiety,Moderate anxiety,Moderate anxiety,High anxiety,Generally not true of me,Generally true of me,Generally not true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Very true of me,Very true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,25,1,,,,,Graduated from 2-year college,Yes,No,Yes,Woman,Non-Hispanic/Latino,Multirace (please specify):,1,724,2.3333333333,3.8181818182,6,1.5714285714,-3,16,0.2611051275,3,,60278
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,40,,,1,,No,Graduated from 2-year college,Yes,No,Yes,Woman,Non-Hispanic/Latino,Black or African American,1,631,1,1,0,1,-4,37,0.6166563891,3,0,60196
Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Quite a bit of anxiety,Moderate anxiety,Quite a bit of anxiety,High anxiety,High anxiety,Quite a bit of anxiety,High anxiety,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally true of me,Generally true of me,"Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",59,,,1,,No,Graduated from 4-year college,Yes,No,No,Woman,Hispanic/Latino,White,2,999,4.1666666667,3.9090909091,9,2,-2,11,0.180301267,2,0,39769
Moderate anxiety,Moderate anxiety,High anxiety,Quite a bit of anxiety,Moderate anxiety,Moderate anxiety,High anxiety,Moderate anxiety,Quite a bit of anxiety,High anxiety,High anxiety,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,35,,,1,,No,Graduated from 4-year college,Yes,Yes,No,Woman,Non-Hispanic/Latino,White,1,205,3.8333333333,5,10,1,-1,15,0.2499416803,2,0,56382
Low anxiety,Low anxiety,High anxiety,Moderate anxiety,Low anxiety,Low anxiety,Moderate anxiety,Low anxiety,Some anxiety,High anxiety,Quite a bit of anxiety,Generally not true of me,Generally not true of me,Generally not true of me,Not true of me at all,Somewhat true of me,Generally not true of me,Not true of me at all,Somewhat true of me,Not true of me at all,Somewhat true of me,Generally not true of me,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time","Applied to me to some degree, or some of the time","Applied to me to a considerable degree, or a good part of the time",Did not apply to me at all,"Applied to me to a considerable degree, or a good part of the time",23,,,,,,Graduated from 4-year college,No,,,Man,Non-Hispanic/Latino,White,1,378,2.4166666667,2,3,1.8571428571,-3.75,47,1.2954438963,1,,86573
Low anxiety,Low anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Low anxiety,Low anxiety,Some anxiety,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Not true of me at all,Generally not true of me,Generally not true of me,Generally not true of me,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,54,,,,,,Graduated from 4-year college,No,,,Woman,Non-Hispanic/Latino,White,1,570,1.25,1.2727272727,0,1.1428571429,-4,37,0.6163276864,4,,66444
Moderate anxiety,Low anxiety,Quite a bit of anxiety,Some anxiety,Some anxiety,Moderate anxiety,High anxiety,Some anxiety,Quite a bit of anxiety,Some anxiety,High anxiety,Somewhat true of me,Somewhat true of me,Somewhat true of me,Generally true of me,Generally true of me,Generally not true of me,Generally not true of me,Generally true of me,Generally true of me,Somewhat true of me,Very true of me,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,"Applied to me to some degree, or some of the time",Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,24,,1,,,,Some college,No,,,Woman,Non-Hispanic/Latino,White,1,711,2.8333333333,3.3636363636,6,1.1428571429,-3,31,0.5031487373,2,,38051
